標的名稱,時間,市佔率,成長率,金額,象限(BCG矩陣)
劍麟,2017-01,0.6,12.03,516958.457,IV(金牛)
廣明,2017-01,0,3.67,12400.00,III(瘦狗)
廣隆,2017-01,0.2,4.29,212892.00,III(瘦狗)
廣達,2017-01,0,5.47,36252.00,III(瘦狗)
德麥,2017-01,0,0,14448.50,III(瘦狗)
潤泰全,2017-01,0.1,189.16,80746.60,II(問號)
潤泰新,2017-01,0.1,3.39,60537.55,III(瘦狗)
緯創,2017-01,0.1,-17.14,83601.05,III(瘦狗)
儒鴻,2017-01,0.6,-26.46,559535.275,IV(金牛)
樺漢,2017-01,1.7,36.73,1416962.624,IV(金牛)
璟德,2017-01,0.6,-14.92,537684.00,IV(金牛)
臻鼎-KY,2017-01,0.5,-5.77,405480.00,IV(金牛)
龍巖,2017-01,0,-26.68,32698.80,III(瘦狗)
錩泰,2017-01,0,0,13330.00,III(瘦狗)
濱川,2017-01,0.1,-3.16,100152.50,III(瘦狗)
環泥,2017-01,0,-11.17,15923.58,III(瘦狗)
環球晶圓,2017-01,0.4,861.14,322751.00,II(問號)
聯合,2017-01,0,1.65,26856.633,III(瘦狗)
聯邦銀,2017-01,0,0.55,29045.052,III(瘦狗)
聯茂,2017-01,0,0,20349.60,III(瘦狗)
聯發科,2017-01,0,-79.77,24552.50,III(瘦狗)
聯鈞,2017-01,0.2,-0.34,161850.00,III(瘦狗)
聯電,2017-01,0.3,-0.43,292546.25,III(瘦狗)
鴻海,2017-01,4.4,4.86,3776206.273,IV(金牛)
鴻準,2017-01,0.1,-2.63,92679.123,III(瘦狗)
鴻碩,2017-01,0,0,35123.15,III(瘦狗)
豐泰,2017-01,0,0,12240.00,III(瘦狗)
雙鴻,2017-01,0.3,-69.52,267883.84,III(瘦狗)
鎧勝-KY,2017-01,0.1,-44.44,65623.00,III(瘦狗)
穩懋,2017-01,0.4,7.52,341133.997,III(瘦狗)
譜瑞-KY,2017-01,0.8,-27.64,670726.00,IV(金牛)
麗清,2017-01,0,31.38,12120.00,III(瘦狗)
麗豐-KY,2017-01,0,-2.65,17726.50,III(瘦狗)
寶成,2017-01,0,-44.7,11113.55,III(瘦狗)
寶雅,2017-01,0.1,-17.45,122207.985,III(瘦狗)
櫻花,2017-01,0,-82.32,19296.00,III(瘦狗)
霹靂,2017-01,0,-5.84,5747.00,III(瘦狗)
GIS-KY,2016-12,0,-73.42,19215.00,III(瘦狗)
TPK-KY,2016-12,0,0,20825.00,III(瘦狗)
VHQ-KY,2016-12,0.3,-32.95,252760.00,III(瘦狗)
力山,2016-12,0,19.5,6260.80,II(問號)
力成,2016-12,1,22.57,842943.00,I(明星)
力旺,2016-12,0.9,70.68,764008.00,I(明星)
力達-KY,2016-12,0,0,17205.00,III(瘦狗)
卜蜂,2016-12,0.2,-19.23,134191.20,III(瘦狗)
凡甲,2016-12,0.1,-3.86,66543.20,III(瘦狗)
千附,2016-12,0.1,17.41,76783.90,II(問號)
大立光,2016-12,12.2,5.78,10129472.36,IV(金牛)
大地-KY,2016-12,0.1,0.53,48880.00,III(瘦狗)
大成,2016-12,0.3,-4.5,207628.50,III(瘦狗)
大江,2016-12,1,-20.37,814339.185,IV(金牛)
大億,2016-12,0,0,11564.00,III(瘦狗)
大聯大,2016-12,0,-35.73,32148.00,III(瘦狗)
川湖,2016-12,0.3,831.98,254787.00,II(問號)
中信金,2016-12,0.1,10.51,80791.94,III(瘦狗)
中保,2016-12,0,9.85,24276.40,III(瘦狗)
中砂,2016-12,0.1,463.88,42568.40,II(問號)
中華電,2016-12,1.3,-29.76,1110146.10,IV(金牛)
中鼎,2016-12,0,-3.37,12662.00,III(瘦狗)
中壽,2016-12,0.1,-47.11,86108.222,III(瘦狗)
中磊,2016-12,0.2,-13.39,147261.00,III(瘦狗)
中橡,2016-12,0,12.47,26694.25,III(瘦狗)
中鋼,2016-12,0.4,-22.29,320450.00,III(瘦狗)
元大台灣卓越50基金,2016-12,0.1,0,47818.80,III(瘦狗)
元太,2016-12,0.2,71.96,124641.45,II(問號)
允強,2016-12,0.1,34.04,84064.20,II(問號)
友通,2016-12,0,6.7,25850.00,III(瘦狗)
友達,2016-12,0.6,99.93,508816.00,I(明星)
太醫,2016-12,0,-5.3,33006.40,III(瘦狗)
文曄,2016-12,0.2,-9.5,192231.50,III(瘦狗)
日友,2016-12,0.1,-2.16,86106.00,III(瘦狗)
日月光,2016-12,0.4,-3.5,368449.762,IV(金牛)
世界,2016-12,0.7,15.94,580546.00,I(明星)
可成,2016-12,0.1,-3.24,122528.00,III(瘦狗)
台中銀,2016-12,0.1,-9.73,47661.972,III(瘦狗)
台化,2016-12,1.8,-33.35,1537436.241,IV(金牛)
台半,2016-12,0.2,1.68,191125.50,III(瘦狗)
台光電,2016-12,1.2,74.58,976410.00,I(明星)
台泥,2016-12,0.3,-30.35,282184.20,III(瘦狗)
台郡,2016-12,0.6,-23.83,518590.669,IV(金牛)
台勝科,2016-12,0,0,24245.00,III(瘦狗)
台塑,2016-12,2.3,-21.48,1873679.629,IV(金牛)
台塑化,2016-12,1.2,-8.55,1010264.64,IV(金牛)
台新金,2016-12,0,-41.04,23295.784,III(瘦狗)
台達電,2016-12,1.3,3,1065007.978,IV(金牛)
台積電,2016-12,15.1,-1.73,12492732.485,IV(金牛)
台燿,2016-12,0.8,54.31,690950.25,I(明星)
台耀,2016-12,0.5,272.7,448900.40,I(明星)
台灣大,2016-12,0.2,-3.25,154960.00,III(瘦狗)
弘帆,2016-12,0.3,31.51,247707.00,II(問號)
弘塑,2016-12,0,-84.38,8250.00,III(瘦狗)
正文,2016-12,0,-80.72,8242.50,III(瘦狗)
永豐金,2016-12,0,-0.22,33416.171,III(瘦狗)
瓦城,2016-12,0,0.68,20460.00,III(瘦狗)
立端,2016-12,0.1,-39.51,74470.62,III(瘦狗)
光環,2016-12,0,7.86,31104.00,III(瘦狗)
光寶科,2016-12,0,-20.41,32464.80,III(瘦狗)
兆豐金,2016-12,0.8,2.44,683577.25,IV(金牛)
全家,2016-12,0.2,-6.69,183192.00,III(瘦狗)
全新,2016-12,0.1,7.6,116226.00,III(瘦狗)
同欣電,2016-12,1.8,50.32,1465134.11,I(明星)
同致電子,2016-12,0.1,5.27,63400.50,III(瘦狗)
合庫金,2016-12,0,0,22035.514,III(瘦狗)
宇智,2016-12,0,2.12,13440.00,III(瘦狗)
宇隆,2016-12,0.2,50.38,187877.10,II(問號)
旭隼,2016-12,0.1,0.91,69818.76,III(瘦狗)
江申,2016-12,0.1,59.53,82812.80,II(問號)
江興鍛,2016-12,0,15.78,17589.00,II(問號)
百和,2016-12,0.7,-6.83,563146.20,IV(金牛)
西柏科技,2016-12,0.1,-28.97,124007.00,III(瘦狗)
伸興,2016-12,0,0,15729.00,III(瘦狗)
利勤,2016-12,0.3,-0.91,243483.20,III(瘦狗)
宏全,2016-12,0,-29.36,17022.10,III(瘦狗)
材料-KY,2016-12,0,-70.58,14750.00,III(瘦狗)
辛耘,2016-12,0.2,2.74,160172.60,III(瘦狗)
邦特生技,2016-12,0.5,29.16,383711.335,I(明星)
亞德客-KY,2016-12,0.5,203.09,453091.00,I(明星)
京元電子,2016-12,0.2,-3.91,161532.00,III(瘦狗)
其陽,2016-12,0,-5.27,6626.50,III(瘦狗)
和大,2016-12,0.3,0.09,212375.00,III(瘦狗)
和碩,2016-12,0.3,15.85,213059.00,II(問號)
奇力新,2016-12,1.3,22.44,1081756.00,I(明星)
宜特,2016-12,0.5,1.82,405831.888,IV(金牛)
旺矽,2016-12,0.1,-3.04,103200.00,III(瘦狗)
昂寶-KY,2016-12,0.4,134.29,329643.60,II(問號)
昇達科,2016-12,0,6.22,20736.00,III(瘦狗)
東元,2016-12,0,4.69,37944.00,III(瘦狗)
東明-KY,2016-12,0,0,8921.25,III(瘦狗)
東洋,2016-12,0.3,114.4,259940.00,II(問號)
東陽,2016-12,0.5,-32.15,432117.50,IV(金牛)
欣銓,2016-12,0.3,-9.46,218192.517,III(瘦狗)
矽力-KY,2016-12,1,-15.14,860255.09,IV(金牛)
矽品,2016-12,0.6,-0.82,468834.30,IV(金牛)
矽創,2016-12,0.4,-47.23,301862.50,III(瘦狗)
金山電,2016-12,0,-39.53,30900.00,III(瘦狗)
金居,2016-12,0,0,15600.00,III(瘦狗)
金洲,2016-12,0,-0.81,11532.80,III(瘦狗)
長虹,2016-12,0.1,358.56,82680.00,II(問號)
長華,2016-12,0.1,-3.61,48588.40,III(瘦狗)
信邦,2016-12,0.1,40.86,105010.073,II(問號)
信驊,2016-12,1.7,13.17,1390952.046,IV(金牛)
冠德,2016-12,0,-12.7,28073.80,III(瘦狗)
南六,2016-12,0.1,6.86,88021.50,III(瘦狗)
南亞,2016-12,0.4,583.37,295764.80,II(問號)
南亞科,2016-12,0.5,84.67,444263.40,I(明星)
南僑,2016-12,0.1,-29.06,75580.70,III(瘦狗)
威剛,2016-12,0,-25.72,12121.00,III(瘦狗)
帝寶,2016-12,0,1.18,13540.60,III(瘦狗)
建準,2016-12,0,0,6576.00,III(瘦狗)
為升,2016-12,0.3,-17.14,214981.698,III(瘦狗)
皇田,2016-12,0.9,38.57,781440.00,I(明星)
研華,2016-12,0,0,7635.00,III(瘦狗)
美律,2016-12,0.7,-39.75,604219.50,IV(金牛)
美食-KY,2016-12,0,-0.8,10535.00,III(瘦狗)
胡連,2016-12,0.1,-33,120540.00,III(瘦狗)
致伸,2016-12,0,-67.38,15699.60,III(瘦狗)
致茂,2016-12,0.6,-6.12,488592.075,IV(金牛)
致新,2016-12,0,0,12806.40,III(瘦狗)
茂林-KY,2016-12,0.3,209.65,259956.00,II(問號)
茂順,2016-12,0.2,15.11,160760.10,II(問號)
英利-KY,2016-12,0,5.11,6845.00,III(瘦狗)
凌華,2016-12,0,0,10692.50,III(瘦狗)
振樺電,2016-12,0,-5.75,26094.048,III(瘦狗)
振曜,2016-12,0.3,-31.45,272834.10,III(瘦狗)
桂盟,2016-12,0.1,10.19,110417.681,III(瘦狗)
泰博,2016-12,0,-27.57,5425.00,III(瘦狗)
神盾,2016-12,0.6,-8.42,519665.00,IV(金牛)
神基,2016-12,0.2,-17.31,124385.45,III(瘦狗)
神隆,2016-12,0,-2.15,8843.12,III(瘦狗)
神達,2016-12,0,-59.21,38406.489,III(瘦狗)
耕興,2016-12,0,2.4,25830.58,III(瘦狗)
高雄銀,2016-12,0,-0.11,18817.791,III(瘦狗)
國泰金,2016-12,2.1,30.3,1773853.17,I(明星)
國喬,2016-12,0,-12.07,40950.00,III(瘦狗)
崑鼎投控,2016-12,0,-13.09,12354.00,III(瘦狗)
崧騰,2016-12,0,-1.24,19775.00,III(瘦狗)
彩晶,2016-12,0,-88.95,22008.00,III(瘦狗)
啟碁,2016-12,1.2,5.97,968922.722,IV(金牛)
眾達-KY,2016-12,0.1,0,107440.00,III(瘦狗)
祥碩,2016-12,1,33.22,806220.00,I(明星)
第一金,2016-12,0,2.38,24277.714,III(瘦狗)
統一,2016-12,0.1,-2.01,47526.00,III(瘦狗)
統一超,2016-12,0.5,64.97,382074.00,I(明星)
凱撒衛,2016-12,0,1.76,18700.00,III(瘦狗)
喬山,2016-12,0,2.88,15746.55,III(瘦狗)
富邦上証180基金,2016-12,0,0,14580.00,III(瘦狗)
富邦金,2016-12,1.7,25.37,1403795.655,I(明星)
富喬,2016-12,0.1,0,62869.10,III(瘦狗)
敦泰,2016-12,0.2,-20.66,147030.40,III(瘦狗)
晶宏,2016-12,0,165.1,31150.249,II(問號)
晶電,2016-12,0,-1.28,8310.85,III(瘦狗)
景碩,2016-12,0.1,221.88,80100.00,II(問號)
智伸科,2016-12,0.3,46.38,271852.00,II(問號)
智邦,2016-12,2.2,89.97,1796108.30,I(明星)
智原,2016-12,0,32.28,13657.50,II(問號)
智擎,2016-12,0,-83.18,36007.06,III(瘦狗)
華邦電,2016-12,0,0,31904.00,III(瘦狗)
華固,2016-12,0,0,13310.00,III(瘦狗)
華星光,2016-12,0,0,24043.50,III(瘦狗)
華夏,2016-12,0,-84.19,35796.628,III(瘦狗)
華新科,2016-12,0.6,-38.86,527147.155,IV(金牛)
菱生,2016-12,0,-1.25,14220.00,III(瘦狗)
貿聯-KY,2016-12,0.5,160.8,426965.443,I(明星)
超眾,2016-12,0,14.1,33375.00,II(問號)
開發金,2016-12,0,15.59,8793.46,II(問號)
集盛,2016-12,0,0,7424.00,III(瘦狗)
順德,2016-12,0.1,46.92,49449.85,II(問號)
鈊象電子,2016-12,0.9,-4.78,711425.00,IV(金牛)
微星,2016-12,0.1,-96.18,72348.80,III(瘦狗)
敬鵬,2016-12,0.1,-76.1,62521.00,III(瘦狗)
新日興,2016-12,0.5,59.32,440340.60,I(明星)
新保,2016-12,0,0,11491.20,III(瘦狗)
新唐,2016-12,0.1,-2.31,88623.00,III(瘦狗)
新麥,2016-12,0,-67.62,30564.00,III(瘦狗)
瑞昱,2016-12,0.4,58.77,377400.00,I(明星)
瑞智,2016-12,0,0,17064.00,III(瘦狗)
瑞儀,2016-12,0.2,-6.68,195238.80,III(瘦狗)
盟立,2016-12,0,-65.18,25398.00,III(瘦狗)
萬潤,2016-12,0,8.68,27930.00,III(瘦狗)
群創,2016-12,0.1,14.57,98611.60,II(問號)
群電,2016-12,0,-22.53,17500.00,III(瘦狗)
群聯,2016-12,0,-80.51,33215.00,III(瘦狗)
葡萄王,2016-12,0.7,-60.2,626076.00,IV(金牛)
裕融,2016-12,0.2,0,125295.60,III(瘦狗)
誠品生,2016-12,0,-37.41,24134.50,III(瘦狗)
鉅橡,2016-12,0.1,0,43137.60,III(瘦狗)
雷笛克,2016-12,0,0,15038.10,III(瘦狗)
鼎翰,2016-12,0.2,201.88,135605.15,II(問號)
鈺齊-KY,2016-12,0.2,25.01,174663.163,II(問號)
頎邦,2016-12,0.4,60.61,309840.85,II(問號)
僑威,2016-12,0,2.94,14850.00,III(瘦狗)
嘉澤,2016-12,0.1,0,85680.00,III(瘦狗)
榮化,2016-12,0,0,28213.00,III(瘦狗)
漢翔,2016-12,0,-27.65,28038.80,III(瘦狗)
碩天,2016-12,0.1,23.97,62486.00,II(問號)
精成,2016-12,0,-4.27,30627.00,III(瘦狗)
精測,2016-12,1.9,-9.09,1620780.00,IV(金牛)
精華,2016-12,0,0,7380.00,III(瘦狗)
綠河-KY,2016-12,0.1,4.65,58828.00,III(瘦狗)
綠悅-KY,2016-12,0.1,41.29,100104.00,II(問號)
遠東銀,2016-12,0,-40.12,33131.362,III(瘦狗)
億豐,2016-12,0.7,109.5,626762.50,I(明星)
劍麟,2016-12,0.5,-33.54,461409.327,IV(金牛)
廣明,2016-12,0,7.16,11960.00,III(瘦狗)
廣隆,2016-12,0.2,74.4,204120.00,II(問號)
廣達,2016-12,0,1.51,34371.00,III(瘦狗)
潤泰全,2016-12,0,-83.09,27924.00,III(瘦狗)
潤泰新,2016-12,0.1,-3.41,58548.80,III(瘦狗)
緯創,2016-12,0.1,30.38,100897.80,II(問號)
儒鴻,2016-12,0.9,31.56,760943.364,I(明星)
樺漢,2016-12,1.3,-18.31,1036260.752,IV(金牛)
璟德,2016-12,0.8,-5.7,631987.50,IV(金牛)
臻鼎-KY,2016-12,0.5,-4.43,430331.00,IV(金牛)
龍巖,2016-12,0.1,38.13,44600.80,II(問號)
濱川,2016-12,0.1,-7.91,103426.20,III(瘦狗)
環泥,2016-12,0,-7.99,17927.945,III(瘦狗)
環球晶圓,2016-12,0,0,33580.00,III(瘦狗)
聯合,2016-12,0,-4.88,26418.515,III(瘦狗)
聯邦銀,2016-12,0,-0.22,28883.691,III(瘦狗)
聯亞,2016-12,0,0,10760.00,III(瘦狗)
聯發科,2016-12,0.1,-47.23,121390.901,III(瘦狗)
聯鈞,2016-12,0.2,0,162411.00,III(瘦狗)
聯電,2016-12,0.4,1.33,293835.00,III(瘦狗)
鴻海,2016-12,4.3,24.24,3600913.619,I(明星)
鴻準,2016-12,0.1,2.03,95192.241,III(瘦狗)
豐祥-KY,2016-12,0.1,-6.47,121934.40,III(瘦狗)
雙鴻,2016-12,1.1,42.91,879018.388,I(明星)
鎧勝-KY,2016-12,0.1,3.91,118112.50,III(瘦狗)
穩懋,2016-12,0.4,80.7,317257.09,II(問號)
藥華藥,2016-12,0,-75.85,19541.50,III(瘦狗)
譜瑞-KY,2016-12,1.1,-6.8,926970.00,IV(金牛)
麗清,2016-12,0,0,9225.00,III(瘦狗)
麗豐-KY,2016-12,0,0,18210.50,III(瘦狗)
寶成,2016-12,0,-58.99,20100.00,III(瘦狗)
寶雅,2016-12,0.2,-22.95,148048.304,III(瘦狗)
櫻花,2016-12,0.1,-13.17,109193.00,III(瘦狗)
霹靂,2016-12,0,4.55,6104.00,III(瘦狗)
鐿鈦,2016-12,0,-5.34,28272.00,III(瘦狗)
鑽全,2016-12,0,0,30387.50,III(瘦狗)
F-VHQ,2016-11,0,-94.01,21344.00,III(瘦狗)
GIS-KY,2016-11,0.1,0,72297.40,III(瘦狗)
VHQ-KY,2016-11,0.4,0,377016.00,IV(金牛)
力山,2016-11,0,0,5238.75,III(瘦狗)
力成,2016-11,0.8,55.01,687714.30,I(明星)
力旺,2016-11,0.5,-7.97,447615.00,IV(金牛)
卜蜂,2016-11,0.2,-12.96,166158.00,III(瘦狗)
凡甲,2016-11,0.1,87.82,69219.20,II(問號)
千附,2016-11,0.1,-71.35,65394.70,III(瘦狗)
大立光,2016-11,11.6,7.65,9575121.96,IV(金牛)
大地-KY,2016-11,0.1,-5.26,48620.00,III(瘦狗)
大成,2016-11,0.3,17.14,217429.35,II(問號)
大江,2016-11,1.2,-5.36,1022671.827,IV(金牛)
大聯大,2016-11,0.1,109.28,50022.60,II(問號)
川湖,2016-11,0,-5.81,27337.50,III(瘦狗)
中信金,2016-11,0.1,2.94,73105.323,III(瘦狗)
中保,2016-11,0,-47.8,22098.00,III(瘦狗)
中砂,2016-11,0,0,7548.60,III(瘦狗)
中華電,2016-11,1.9,-11.29,1580508.00,IV(金牛)
中鼎,2016-11,0,8.73,13104.00,III(瘦狗)
中壽,2016-11,0.2,134.79,162828.856,II(問號)
中磊,2016-11,0.2,83.62,170044.60,II(問號)
中橡,2016-11,0,173.42,23732.50,II(問號)
中鋼,2016-11,0.5,302.91,412375.00,I(明星)
元大上證50基金,2016-11,0,0,13860.00,III(瘦狗)
元大滬深300單日正向2倍基金,2016-11,0,0,16716.95,III(瘦狗)
元太,2016-11,0.1,-45.42,72481.50,III(瘦狗)
允強,2016-11,0.1,0,62713.00,III(瘦狗)
友通,2016-11,0,0.51,24225.00,III(瘦狗)
友達,2016-11,0.3,-51.62,254487.70,III(瘦狗)
太醫,2016-11,0,-8.59,34855.20,III(瘦狗)
文曄,2016-11,0.3,0.55,212422.50,III(瘦狗)
日友,2016-11,0.1,18,88011.00,II(問號)
日月光,2016-11,0.5,-24.94,381827.667,IV(金牛)
世界,2016-11,0.6,117.47,500693.10,I(明星)
可成,2016-11,0.2,3.99,126630.50,III(瘦狗)
台中銀,2016-11,0.1,27.33,52804.849,II(問號)
台化,2016-11,2.8,48.64,2306906.784,I(明星)
台半,2016-11,0.2,-23.27,187966.05,III(瘦狗)
台光電,2016-11,0.7,-18.06,559281.20,IV(金牛)
台泥,2016-11,0.5,-0.78,405202.60,IV(金牛)
台苯,2016-11,0,0,26292.00,III(瘦狗)
台郡,2016-11,0.8,50.47,680883.013,I(明星)
台塑,2016-11,2.9,41.53,2386439.831,I(明星)
台塑化,2016-11,1.3,8.12,1104801.15,IV(金牛)
台新金,2016-11,0,-3.96,39515.428,III(瘦狗)
台達電,2016-11,1.3,12.05,1033913.44,I(明星)
台積電,2016-11,15.4,-2.45,12713647.206,IV(金牛)
台燿,2016-11,0.5,-24.82,447744.00,IV(金牛)
台耀,2016-11,0.1,107.54,120443.40,II(問號)
台灣大,2016-11,0.2,-10.52,160175.00,III(瘦狗)
弘帆,2016-11,0.2,-57,188343.00,III(瘦狗)
弘塑,2016-11,0.1,60.3,52848.00,II(問號)
正文,2016-11,0.1,154.3,42765.60,II(問號)
永豐金,2016-11,0,-35.84,33489.775,III(瘦狗)
瓦城,2016-11,0,4.29,20320.50,III(瘦狗)
立端,2016-11,0.1,10.26,123130.574,III(瘦狗)
仲琦,2016-11,0.2,-3.14,140350.00,III(瘦狗)
光環,2016-11,0,-2.19,28836.00,III(瘦狗)
光寶科,2016-11,0,0,40793.30,III(瘦狗)
兆豐金,2016-11,0.8,66.49,667274.563,I(明星)
全家,2016-11,0.2,-3.13,196344.00,III(瘦狗)
全新,2016-11,0.1,0,108008.00,III(瘦狗)
同欣電,2016-11,1.2,-24.78,974643.095,IV(金牛)
同致電子,2016-11,0.1,-94.42,60225.00,III(瘦狗)
合庫金,2016-11,0,-50.24,22035.514,III(瘦狗)
宇智,2016-11,0,-0.84,13160.00,III(瘦狗)
宇隆,2016-11,0.2,-17.66,124926.80,III(瘦狗)
旭隼,2016-11,0.1,-26.17,69188.10,III(瘦狗)
江申,2016-11,0.1,2.33,51908.76,III(瘦狗)
江興鍛,2016-11,0,-7.47,15190.50,III(瘦狗)
百和,2016-11,0.7,-15.68,604462.20,IV(金牛)
百和興業-KY,2016-11,0,-1.05,18530.26,III(瘦狗)
西柏科技,2016-11,0.2,-12.67,174595.95,III(瘦狗)
利勤,2016-11,0.3,35.63,245730.24,II(問號)
宏全,2016-11,0,0,24099.20,III(瘦狗)
志超,2016-11,0,0.64,23287.50,III(瘦狗)
材料-KY,2016-11,0.1,-0.26,50150.00,III(瘦狗)
辛耘,2016-11,0.2,-3.69,155894.20,III(瘦狗)
邦特生技,2016-11,0.4,-46.75,297061.106,III(瘦狗)
亞德客-KY,2016-11,0.2,-29.4,149488.50,III(瘦狗)
京元電子,2016-11,0.2,0,168113.00,III(瘦狗)
佳世達,2016-11,0,0,7700.00,III(瘦狗)
其陽,2016-11,0,-7.04,6996.25,III(瘦狗)
和大,2016-11,0.3,14.18,212170.00,II(問號)
和碩,2016-11,0.2,-59.69,183905.70,III(瘦狗)
奇力新,2016-11,1.1,4.67,883472.40,IV(金牛)
奇鋐,2016-11,0.1,2.11,58660.35,III(瘦狗)
宜特,2016-11,0.5,38.82,398574.40,I(明星)
岳豐,2016-11,0.2,0,143080.00,III(瘦狗)
帛漢,2016-11,0,0,10380.00,III(瘦狗)
旺矽,2016-11,0.1,9.64,106440.00,III(瘦狗)
昂寶-KY,2016-11,0.2,47.23,140698.00,II(問號)
昇達科,2016-11,0,6.08,19520.00,III(瘦狗)
東元,2016-11,0,-4.99,36244.00,III(瘦狗)
東洋,2016-11,0.1,-85.31,121235.80,III(瘦狗)
東陽,2016-11,0.8,-8.52,636888.00,IV(金牛)
欣銓,2016-11,0.3,2.27,241010.866,III(瘦狗)
矽力-KY,2016-11,1.2,35.42,1013785.728,I(明星)
矽品,2016-11,0.6,0,472753.50,IV(金牛)
矽格,2016-11,0,-23.56,23450.00,III(瘦狗)
矽創,2016-11,0.7,-26.09,572106.50,IV(金牛)
金山電,2016-11,0.1,0,51102.00,III(瘦狗)
金洲,2016-11,0,-0.97,11628.00,III(瘦狗)
長虹,2016-11,0,0,18030.00,III(瘦狗)
長華,2016-11,0.1,-48.88,50409.60,III(瘦狗)
長華科,2016-11,0,-10.3,11140.00,III(瘦狗)
信邦,2016-11,0.1,-6.05,74548.989,III(瘦狗)
信驊,2016-11,1.5,6.27,1229032.04,IV(金牛)
冠德,2016-11,0,0,32160.00,III(瘦狗)
南六,2016-11,0.1,32.75,82365.00,II(問號)
南亞,2016-11,0.1,-15.54,43279.50,III(瘦狗)
南亞科,2016-11,0.3,968.09,240567.00,II(問號)
南僑,2016-11,0.1,-27.17,106554.00,III(瘦狗)
威剛,2016-11,0,10.79,16320.00,III(瘦狗)
帝寶,2016-11,0,-62.19,13382.60,III(瘦狗)
為升,2016-11,0.3,-38.02,259458.672,III(瘦狗)
皇田,2016-11,0.7,-13.34,563902.50,IV(金牛)
美律,2016-11,1.2,-7.42,1002861.00,IV(金牛)
美食-KY,2016-11,0,38.98,10620.00,II(問號)
胡連,2016-11,0.2,-5.99,179914.00,III(瘦狗)
致伸,2016-11,0.1,-42.96,48135.80,III(瘦狗)
致茂,2016-11,0.6,-1.58,520452.079,IV(金牛)
茂林-KY,2016-11,0.1,-65.51,83951.40,III(瘦狗)
茂順,2016-11,0.2,-11.23,139646.00,III(瘦狗)
英利-KY,2016-11,0,8.71,6512.00,III(瘦狗)
振樺電,2016-11,0,-31.44,27685.928,III(瘦狗)
振曜,2016-11,0.5,46.36,398065.20,I(明星)
桂盟,2016-11,0.1,-5.93,100202.829,III(瘦狗)
泰博,2016-11,0,-66.41,7490.00,III(瘦狗)
神盾,2016-11,0.7,215.8,567504.00,I(明星)
神基,2016-11,0.2,-59.6,150433.55,III(瘦狗)
神隆,2016-11,0,-1.73,9037.60,III(瘦狗)
神達,2016-11,0.1,-14.99,94159.614,III(瘦狗)
耕興,2016-11,0,0,25224.584,III(瘦狗)
高雄銀,2016-11,0,-20.91,18838.607,III(瘦狗)
國建,2016-11,0,0,16740.00,III(瘦狗)
國泰金,2016-11,1.7,103.39,1361263.73,I(明星)
國喬,2016-11,0.1,416.42,46576.40,II(問號)
國精化,2016-11,0,0,10408.568,III(瘦狗)
崑鼎投控,2016-11,0,0,14215.50,III(瘦狗)
崧騰,2016-11,0,-2.55,20025.00,III(瘦狗)
彩晶,2016-11,0.2,0,199342.00,III(瘦狗)
啟碁,2016-11,1.1,38.73,914269.431,I(明星)
祥碩,2016-11,0.7,23.67,605163.00,I(明星)
第一金,2016-11,0,0,23713.116,III(瘦狗)
統一,2016-11,0.1,-10.8,48505.00,III(瘦狗)
統一超,2016-11,0.3,-2.45,231596.50,III(瘦狗)
凱撒衛,2016-11,0,-28.9,18375.00,III(瘦狗)
喬山,2016-11,0,-1.63,15305.85,III(瘦狗)
富邦中國ETF傘型基金之富邦上証180單日正向兩倍基金,2016-11,0,0,34983.90,III(瘦狗)
富邦金,2016-11,1.3,88.44,1119716.378,I(明星)
復華滬深300 A股基金,2016-11,0,0,4624.65,III(瘦狗)
敦泰,2016-11,0.2,34.36,185321.75,II(問號)
晶宏,2016-11,0,-35.13,11749.958,III(瘦狗)
晶電,2016-11,0,0,8418.55,III(瘦狗)
景碩,2016-11,0,0,24885.00,III(瘦狗)
智伸科,2016-11,0.2,-72.99,185710.00,III(瘦狗)
智邦,2016-11,1.1,-28.16,945429.00,IV(金牛)
智原,2016-11,0,0,10325.00,III(瘦狗)
智擎,2016-11,0.3,10.66,214104.139,III(瘦狗)
華研,2016-11,0,0,17325.00,III(瘦狗)
華夏,2016-11,0.3,42.46,226502.854,II(問號)
華新,2016-11,0,-13.38,16750.00,III(瘦狗)
華新科,2016-11,1,-24.64,862263.256,IV(金牛)
菱生,2016-11,0,0,14400.00,III(瘦狗)
貿聯-KY,2016-11,0.2,-3.16,163712.511,III(瘦狗)
超眾,2016-11,0,0,29250.00,III(瘦狗)
開發金,2016-11,0,0,7606.52,III(瘦狗)
順德,2016-11,0,66.22,33655.50,II(問號)
鈊象電子,2016-11,0.9,6.75,747152.00,IV(金牛)
勤美,2016-11,0,9.66,30060.00,III(瘦狗)
微星,2016-11,2.3,-18.05,1895670.00,IV(金牛)
敬鵬,2016-11,0.3,3.04,261651.30,III(瘦狗)
新日興,2016-11,0.3,-0.33,276377.40,III(瘦狗)
新唐,2016-11,0.1,34.16,90720.00,II(問號)
新麥,2016-11,0.1,88.15,94402.50,II(問號)
瑞昱,2016-11,0.3,43.5,237699.00,II(問號)
瑞儀,2016-11,0.3,3.13,209229.00,III(瘦狗)
盟立,2016-11,0.1,49.73,72954.00,II(問號)
萬潤,2016-11,0,-4.58,25698.75,III(瘦狗)
